I_Code_Arrondissements	I_Region	I_Dep	I_Ar	I_Cheflieu	I_Tncc	I_Artmaj	I_Ncc	I_Armin	I_Nccent	ColResultInSnipet	Wiki_Url	Wiki_Name_Snipet	Wiki_name_arrondissement	Wiki_Coordinates_lat	Wiki_Coordinates_lon	W_Pays	W_Region	W_Departement	W_Chef-lieu	W_Code_arrondissement	W_Population	W_Densite	W_Superficie	W_Cantons	W_Communes	W_Name_ru	W_Name_uk	W_Name_en	W_Name_de	W_Name_pl	W_Name_es	W_Name_pt	W_Name_it	W_Name_nl	W_Name_da	W_Name_no	W_Name_sv	W_Name_cs	W_Name_ro	W_Name_bg	W_Name_hu	W_Name_sk	W_Name_sl	W_Name_sh	W_Name_hr	W_Url_ru	W_Url_uk	W_Url_en	W_Url_de	W_Url_pl	W_Url_es	W_Url_pt	W_Url_it	W_Url_nl	W_Url_da	W_Url_no	W_Url_sv	W_Url_cs	W_Url_ro	W_Url_bg	W_Url_hu	W_Url_sk	W_Url_sl	W_Url_sh	W_Url_hr
50 3	28	50	3	50147	0		COUTANCES		Coutances	20	/wiki/Arrondissement_de_Coutances	Arrondissement de Coutances	Arrondissement de Coutances	49.05194444	-1.45027778	France	Normandie	Manche	Coutances	None	83 745 hab. (2014)	72 hab./km2	1 162 km2	10	130	Кутанс (округ)		Arrondissement of Coutances	Arrondissement Coutances	Okręg Coutances	Distrito de Coutances		Arrondissement di Coutances	Arrondissement Coutances				Arrondissement Coutances	Arondismentul Coutances			Coutances (obvod)				https://ru.wikipedia.org/wiki/Кутанс_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Coutances	https://de.wikipedia.org/wiki/Arrondissement_Coutances	https://pl.wikipedia.org/wiki/Okręg_Coutances	https://es.wikipedia.org/wiki/Distrito_de_Coutances		https://it.wikipedia.org/wiki/Arrondissement_di_Coutances	https://nl.wikipedia.org/wiki/Arrondissement_Coutances				https://cs.wikipedia.org/wiki/Arrondissement_Coutances	https://ro.wikipedia.org/wiki/Arondismentul_Coutances			https://sk.wikipedia.org/wiki/Coutances_(obvod)			
50 2	28	50	2	50129	0		CHERBOURG		Cherbourg	20	/wiki/Arrondissement_de_Cherbourg	Arrondissement de Cherbourg	Arrondissement de Cherbourg	49.6375	-1.62888889	France	Normandie	Manche	Cherbourg-en-Cotentin	None	190 200 hab. (2014)	115 hab./km2	1 661 km2	None	153	Шербур (округ)		Arrondissement of Cherbourg	Arrondissement Cherbourg	Okręg Cherbourg	Distrito de Cherburgo		Arrondissement di Cherbourg	Arrondissement Cherbourg				Arrondissement Cherbourg	Arondismentul Cherbourg			Cherbourg (obvod)				https://ru.wikipedia.org/wiki/Шербур_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Cherbourg	https://de.wikipedia.org/wiki/Arrondissement_Cherbourg	https://pl.wikipedia.org/wiki/Okręg_Cherbourg	https://es.wikipedia.org/wiki/Distrito_de_Cherburgo		https://it.wikipedia.org/wiki/Arrondissement_di_Cherbourg	https://nl.wikipedia.org/wiki/Arrondissement_Cherbourg				https://cs.wikipedia.org/wiki/Arrondissement_Cherbourg	https://ro.wikipedia.org/wiki/Arondismentul_Cherbourg			https://sk.wikipedia.org/wiki/Cherbourg_(obvod)			
50 1	28	50	1	50025	1		AVRANCHES		Avranches	20	/wiki/Arrondissement_d'Avranches	Arrondissement d'Avranches	Arrondissement d'Avranches	48.68472222	-1.36222222	France	Normandie	Manche	Avranches	None	123 485 hab. (2014)	65 hab./km2	1 888 km2	16	160	Авранш (округ)		Arrondissement of Avranches	Arrondissement Avranches	Okręg Avranches	Distrito de Avranches		Arrondissement di Avranches	Arrondissement Avranches				Arrondissement Avranches	Arondismentul Avranches			Avranches (obvod)				https://ru.wikipedia.org/wiki/Авранш_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Avranches	https://de.wikipedia.org/wiki/Arrondissement_Avranches	https://pl.wikipedia.org/wiki/Okręg_Avranches	https://es.wikipedia.org/wiki/Distrito_de_Avranches		https://it.wikipedia.org/wiki/Arrondissement_di_Avranches	https://nl.wikipedia.org/wiki/Arrondissement_Avranches				https://cs.wikipedia.org/wiki/Arrondissement_Avranches	https://ro.wikipedia.org/wiki/Arondismentul_Avranches			https://sk.wikipedia.org/wiki/Avranches_(obvod)			
73 1	84	73	1	73011	1		ALBERTVILLE		Albertville	20	/wiki/Arrondissement_d'Albertville	Arrondissement d'Albertville	Arrondissement d’Albertville	45.66666667	6.3875	France	Auvergne-Rhône-Alpes	Savoie	Albertville	None	111 315 hab. (2011)	45 hab./km2	2 466 km2	5	75	Альбервиль (округ)		Arrondissement of Albertville	Arrondissement Albertville	Okręg Albertville	Distrito de Albertville		Arrondissement di Albertville	Arrondissement Albertville				Arrondissement Albertville	Arondismentul Albertville			Albertville (obvod)				https://ru.wikipedia.org/wiki/Альбервиль_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Albertville	https://de.wikipedia.org/wiki/Arrondissement_Albertville	https://pl.wikipedia.org/wiki/Okręg_Albertville	https://es.wikipedia.org/wiki/Distrito_de_Albertville		https://it.wikipedia.org/wiki/Arrondissement_di_Albertville	https://nl.wikipedia.org/wiki/Arrondissement_Albertville				https://cs.wikipedia.org/wiki/Arrondissement_Albertville	https://ro.wikipedia.org/wiki/Arondismentul_Albertville			https://sk.wikipedia.org/wiki/Albertville_(obvod)			
26 1	84	26	1	26113	0		DIE		Die	20	/wiki/Arrondissement_de_Die	Arrondissement de Die	Arrondissement de Die	44.75416667	5.36944444	France	Auvergne-Rhône-Alpes	Drôme	Die	None	41 972 hab. (2011)	18 hab./km2	2 287 km2	9	103	Ди (округ)		Arrondissement of Die	Arrondissement Die	Okręg Die	Distrito de Die		Arrondissement di Die	Arrondissement Die				Arrondissement Die	Arondismentul Die			Die (obvod)				https://ru.wikipedia.org/wiki/Ди_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Die	https://de.wikipedia.org/wiki/Arrondissement_Die	https://pl.wikipedia.org/wiki/Okręg_Die	https://es.wikipedia.org/wiki/Distrito_de_Die		https://it.wikipedia.org/wiki/Arrondissement_di_Die	https://nl.wikipedia.org/wiki/Arrondissement_Die				https://cs.wikipedia.org/wiki/Arrondissement_Die	https://ro.wikipedia.org/wiki/Arondismentul_Die			https://sk.wikipedia.org/wiki/Die_(obvod)			
26 2	84	26	2	26220	0		NYONS		Nyons	20	/wiki/Arrondissement_de_Nyons	Arrondissement de Nyons	Arrondissement de Nyons	44.35777778	5.13111111	France	Auvergne-Rhône-Alpes	Drôme	Nyons	None	137 571 hab. (2011)	58 hab./km2	2 359 km2	11	142	Ньон (округ, Франция)		Arrondissement of Nyons	Arrondissement Nyons	Okręg Nyons	Distrito de Nyons		Arrondissement di Nyons	Arrondissement Nyons				Arrondissement Nyons	Arondismentul Nyons			Nyons (obvod)				https://ru.wikipedia.org/wiki/Ньон_(округ,_Франция)		https://en.wikipedia.org/wiki/Arrondissement_of_Nyons	https://de.wikipedia.org/wiki/Arrondissement_Nyons	https://pl.wikipedia.org/wiki/Okręg_Nyons	https://es.wikipedia.org/wiki/Distrito_de_Nyons		https://it.wikipedia.org/wiki/Arrondissement_di_Nyons	https://nl.wikipedia.org/wiki/Arrondissement_Nyons				https://cs.wikipedia.org/wiki/Arrondissement_Nyons	https://ro.wikipedia.org/wiki/Arondismentul_Nyons			https://sk.wikipedia.org/wiki/Nyons_(obvod)			
50 4	28	50	4	50502	0		SAINT-LO		Saint-Lô	20	/wiki/Arrondissement_de_Saint-Lô	Arrondissement de Saint-Lô	Arrondissement de Saint-Lô	49.11305556	-1.095	France	Normandie	Manche	Saint-Lô	None	102 528 hab. (2014)	82 hab./km2	1 246 km2	None	124	Сен-Ло (округ)		Arrondissement of Saint-Lô	Arrondissement Saint-Lô	Okręg Saint-Lô	Distrito de Saint-Lô		Arrondissement di Saint-Lô	Arrondissement Saint-Lô				Arrondissement Saint-Lô	Arondismentul Saint-Lô			Saint-Lô (obvod)				https://ru.wikipedia.org/wiki/Сен-Ло_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Saint-Lô	https://de.wikipedia.org/wiki/Arrondissement_Saint-Lô	https://pl.wikipedia.org/wiki/Okręg_Saint-Lô	https://es.wikipedia.org/wiki/Distrito_de_Saint-Lô		https://it.wikipedia.org/wiki/Arrondissement_di_Saint-Lô	https://nl.wikipedia.org/wiki/Arrondissement_Saint-Lô				https://cs.wikipedia.org/wiki/Arrondissement_Saint-Lô	https://ro.wikipedia.org/wiki/Arondismentul_Saint-Lô			https://sk.wikipedia.org/wiki/Saint-Lô_(obvod)			
01 4	84	1	4	1269	0		NANTUA		Nantua	1	/wiki/Arrondissement_de_Nantua	Arrondissement de Nantua	Arrondissement de Nantua	46.139722222222	5.5891666666667	France	Auvergne-Rhône-Alpes	Ain	Nantua	01 4	92 122 hab. (2013)	102 hab./km2	899,8 km2	5	65	Нантюа (округ)		Arrondissement of Nantua	Arrondissement Nantua	Okręg Nantua	Distrito de Nantua		Arrondissement di Nantua	Arrondissement Nantua				Arrondissement Nantua	Arondismentul Nantua			Nantua (obvod)				https://ru.wikipedia.org/wiki/Нантюа_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Nantua	https://de.wikipedia.org/wiki/Arrondissement_Nantua	https://pl.wikipedia.org/wiki/Okręg_Nantua	https://es.wikipedia.org/wiki/Distrito_de_Nantua		https://it.wikipedia.org/wiki/Arrondissement_di_Nantua	https://nl.wikipedia.org/wiki/Arrondissement_Nantua				https://cs.wikipedia.org/wiki/Arrondissement_Nantua	https://ro.wikipedia.org/wiki/Arondismentul_Nantua			https://sk.wikipedia.org/wiki/Nantua_(obvod)			
57 3	44	57	3	57227	0		FORBACH-BOULAY-MOSELLE		Forbach-Boulay-Moselle	2	/wiki/Arrondissement_de_Forbach-Boulay-Moselle	Arrondissement de Forbach-Boulay-Moselle	Arrondissement de Forbach-Boulay-Moselle	49.1	6.7	France	Grand Est	Moselle	Forbach	57 3	None	None	1 283 km2	5 + 3 partiels	169	Форбак		Arrondissement of Forbach-Boulay-Moselle	Arrondissement Forbach-Boulay-Moselle		Distrito de Forbach-Boulay-Moselle		Arrondissement di Forbach-Boulay-Moselle	Arrondissement Forbach-Boulay-Moselle				Arrondissement Forbach-Boulay-Moselle	Arondismentul Forbach-Boulay-Moselle							https://ru.wikipedia.org/wiki/Форбак_—_Буле-Мозель		https://en.wikipedia.org/wiki/Arrondissement_of_Forbach-Boulay-Moselle	https://de.wikipedia.org/wiki/Arrondissement_Forbach-Boulay-Moselle		https://es.wikipedia.org/wiki/Distrito_de_Forbach-Boulay-Moselle		https://it.wikipedia.org/wiki/Arrondissement_di_Forbach-Boulay-Moselle	https://nl.wikipedia.org/wiki/Arrondissement_Forbach-Boulay-Moselle				https://cs.wikipedia.org/wiki/Arrondissement_Forbach-Boulay-Moselle	https://ro.wikipedia.org/wiki/Arondismentul_Forbach-Boulay-Moselle						
01 1	84	1	1	1034	0		BELLEY		Belley	1	/wiki/Arrondissement_de_Belley	Arrondissement de Belley	Arrondissement de Belley	45.766666666667	5.6666666666667	France	Auvergne-Rhône-Alpes	Ain	Belley	01 1	118 783 hab. (2013)	73 hab./km2	1 616,77 km2	5	115	Белле (округ)		Arrondissement of Belley	Arrondissement Belley	Okręg Belley	Distrito de Belley		Arrondissement di Belley	Arrondissement Belley				Arrondissement Belley	Arondismentul Belley			Belley (obvod)				https://ru.wikipedia.org/wiki/Белле_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Belley	https://de.wikipedia.org/wiki/Arrondissement_Belley	https://pl.wikipedia.org/wiki/Okręg_Belley	https://es.wikipedia.org/wiki/Distrito_de_Belley		https://it.wikipedia.org/wiki/Arrondissement_di_Belley	https://nl.wikipedia.org/wiki/Arrondissement_Belley				https://cs.wikipedia.org/wiki/Arrondissement_Belley	https://ro.wikipedia.org/wiki/Arondismentul_Belley			https://sk.wikipedia.org/wiki/Belley_(obvod)			
01 3	84	1	3	1173	0		GEX		Gex	1	/wiki/Arrondissement_de_Gex	Arrondissement de Gex	Arrondissement de Gex	46.316666666667	6.0666666666667	France	Auvergne-Rhône-Alpes	Ain	Gex	01 3	89 200 hab. (2014)	220 hab./km2	404,85 km2	3	27	Жекс (округ)		Arrondissement of Gex	Arrondissement Gex	Okręg Gex	Distrito de Gex		Arrondissement di Gex	Arrondissement Gex				Arrondissement Gex	Arondismentul Gex			Gex (obvod)				https://ru.wikipedia.org/wiki/Жекс_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Gex	https://de.wikipedia.org/wiki/Arrondissement_Gex	https://pl.wikipedia.org/wiki/Okręg_Gex	https://es.wikipedia.org/wiki/Distrito_de_Gex		https://it.wikipedia.org/wiki/Arrondissement_di_Gex	https://nl.wikipedia.org/wiki/Arrondissement_Gex				https://cs.wikipedia.org/wiki/Arrondissement_Gex	https://ro.wikipedia.org/wiki/Arondismentul_Gex			https://sk.wikipedia.org/wiki/Gex_(obvod)			
01 2	84	1	2	1053	0		BOURG-EN-BRESSE		Bourg-en-Bresse	1	/wiki/Arrondissement_de_Bourg-en-Bresse	Arrondissement de Bourg-en-Bresse	Arrondissement de Bourg-en-Bresse	46.21	5.2375	France	Auvergne-Rhône-Alpes	Ain	Bourg-en-Bresse	01 2	323 711 hab. (2011)	113 hab./km2	2 876,87 km2	24	201	Бурк-ан-Брес (округ)		Arrondissement of Bourg-en-Bresse	Arrondissement Bourg-en-Bresse	Okręg Bourg-en-Bresse	Distrito de Bourg-en-Bresse		Arrondissement di Bourg-en-Bresse	Arrondissement Bourg-en-Bresse				Arrondissement Bourg-en-Bresse	Arondismentul Bourg-en-Bresse			Bourg-en-Bresse (obvod)				https://ru.wikipedia.org/wiki/Бурк-ан-Брес_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Bourg-en-Bresse	https://de.wikipedia.org/wiki/Arrondissement_Bourg-en-Bresse	https://pl.wikipedia.org/wiki/Okręg_Bourg-en-Bresse	https://es.wikipedia.org/wiki/Distrito_de_Bourg-en-Bresse		https://it.wikipedia.org/wiki/Arrondissement_di_Bourg-en-Bresse	https://nl.wikipedia.org/wiki/Arrondissement_Bourg-en-Bresse				https://cs.wikipedia.org/wiki/Arrondissement_Bourg-en-Bresse	https://ro.wikipedia.org/wiki/Arondismentul_Bourg-en-Bresse			https://sk.wikipedia.org/wiki/Bourg-en-Bresse_(obvod)			
94 3	11	94	3	94038	5	(L')	HAY-LES-ROSES	(L')	Haÿ-les-Roses	20	/wiki/Arrondissement_de_L'Haÿ-les-Roses	Arrondissement de L'Haÿ-les-Roses	Arrondissement de L’Haÿ-les-Roses	48.77527778	2.33611111	France	Île-de-France	Val-de-Marne	L'Haÿ-les-Roses	None	258 623 hab. (2012)	7 389 hab./km2	35 km2	9	10	Л’Аи-ле-Роз (округ)		Arrondissement of L'Haÿ-les-Roses	Arrondissement L’Haÿ-les-Roses	Okręg l’Haÿ-les-Roses	Distrito de L'Haÿ-les-Roses		Arrondissement di L'Haÿ-les-Roses	Arrondissement L'Haÿ-les-Roses				Arrondissement L'Haÿ-les-Roses	Arondismentul L'Haÿ-les-Roses			L’Haÿ-les-Roses (obvod)				https://ru.wikipedia.org/wiki/Л’Аи-ле-Роз_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_L'Haÿ-les-Roses	https://de.wikipedia.org/wiki/Arrondissement_L’Haÿ-les-Roses	https://pl.wikipedia.org/wiki/Okręg_l’Haÿ-les-Roses	https://es.wikipedia.org/wiki/Distrito_de_L'Haÿ-les-Roses		https://it.wikipedia.org/wiki/Arrondissement_di_L'Haÿ-les-Roses	https://nl.wikipedia.org/wiki/Arrondissement_L'Haÿ-les-Roses				https://cs.wikipedia.org/wiki/Arrondissement_L'Haÿ-les-Roses	https://ro.wikipedia.org/wiki/Arondismentul_L'Haÿ-les-Roses			https://sk.wikipedia.org/wiki/L’Haÿ-les-Roses_(obvod)			
62 5	32	62	5	62765	0		SAINT-OMER		Saint-Omer	1	/wiki/Arrondissement_de_Saint-Omer	Arrondissement de Saint-Omer	Arrondissement de Saint-Omer	50.75	2.25	France	Hauts-de-France	Pas-de-Calais	Saint-Omer	62 5	165 690 hab. (2014)	199 hab./km2	833 km2	5	93	Сент-Омер (округ)		Arrondissement of Saint-Omer	Arrondissement Saint-Omer	Okręg Saint-Omer	Distrito de Saint-Omer		Arrondissement di Saint-Omer	Arrondissement Sint-Omaars				Arrondissement Saint-Omer	Arondismentul Saint-Omer			Saint-Omer (obvod)				https://ru.wikipedia.org/wiki/Сент-Омер_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Saint-Omer	https://de.wikipedia.org/wiki/Arrondissement_Saint-Omer	https://pl.wikipedia.org/wiki/Okręg_Saint-Omer	https://es.wikipedia.org/wiki/Distrito_de_Saint-Omer		https://it.wikipedia.org/wiki/Arrondissement_di_Saint-Omer	https://nl.wikipedia.org/wiki/Arrondissement_Sint-Omaars				https://cs.wikipedia.org/wiki/Arrondissement_Saint-Omer	https://ro.wikipedia.org/wiki/Arondismentul_Saint-Omer			https://sk.wikipedia.org/wiki/Saint-Omer_(obvod)			
62 6	32	62	6	62193	0		CALAIS		Calais	1	/wiki/Arrondissement_de_Calais	Arrondissement de Calais	Arrondissement de Calais	50.95	1.85	France	Hauts-de-France	Pas-de-Calais	Calais	62 6	122 456 hab. (2014)	214 hab./km2	572,71 km2	4 (2015)	52 (2017)	Кале (округ)		Arrondissement of Calais	Arrondissement Calais	Okręg Calais	Distrito de Calais		Arrondissement di Calais	Arrondissement Calais				Arrondissement Calais	Arondismentul Calais			Calais (obvod)				https://ru.wikipedia.org/wiki/Кале_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Calais	https://de.wikipedia.org/wiki/Arrondissement_Calais	https://pl.wikipedia.org/wiki/Okręg_Calais	https://es.wikipedia.org/wiki/Distrito_de_Calais		https://it.wikipedia.org/wiki/Arrondissement_di_Calais	https://nl.wikipedia.org/wiki/Arrondissement_Calais				https://cs.wikipedia.org/wiki/Arrondissement_Calais	https://ro.wikipedia.org/wiki/Arondismentul_Calais			https://sk.wikipedia.org/wiki/Calais_(obvod)			
62 7	32	62	7	62498	0		LENS		Lens	1	/wiki/Arrondissement_de_Lens	Arrondissement de Lens	Arrondissement de Lens	50.4333	2.83333	France	Hauts-de-France	Pas-de-Calais	Lens	62 7	360 236 hab. (2014)	1 004 hab./km2	358,96 km2	9 (2017)	52 (2017)	Ланс (округ)		Arrondissement of Lens	Arrondissement Lens	Okręg Lens	Distrito de Lens	Arrondissement de Lens	Arrondissement di Lens	Arrondissement Lens				Arrondissement Lens	Arondismentul Lens			Lens (obvod)				https://ru.wikipedia.org/wiki/Ланс_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Lens	https://de.wikipedia.org/wiki/Arrondissement_Lens	https://pl.wikipedia.org/wiki/Okręg_Lens	https://es.wikipedia.org/wiki/Distrito_de_Lens	https://pt.wikipedia.org/wiki/Arrondissement_de_Lens	https://it.wikipedia.org/wiki/Arrondissement_di_Lens	https://nl.wikipedia.org/wiki/Arrondissement_Lens				https://cs.wikipedia.org/wiki/Arrondissement_Lens	https://ro.wikipedia.org/wiki/Arondismentul_Lens			https://sk.wikipedia.org/wiki/Lens_(obvod)			
62 1	32	62	1	62041	1		ARRAS		Arras	1	/wiki/Arrondissement_d'Arras	Arrondissement d'Arras	Arrondissement d'Arras	50.2833	2.78333	France	Hauts-de-France	Pas-de-Calais	Arras	62 1	264 042 hab. (2014)	118 hab./km2	2 237,92 km2	8 (2017)	358 (2017)	Аррас (округ)		Arrondissement of Arras	Arrondissement Arras	Okręg Arras	Distrito de Arras		Arrondissement di Arras	Arrondissement Arras				Arrondissement Arras	Arondismentul Arras			Arras (obvod)				https://ru.wikipedia.org/wiki/Аррас_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Arras	https://de.wikipedia.org/wiki/Arrondissement_Arras	https://pl.wikipedia.org/wiki/Okręg_Arras	https://es.wikipedia.org/wiki/Distrito_de_Arras		https://it.wikipedia.org/wiki/Arrondissement_di_Arras	https://nl.wikipedia.org/wiki/Arrondissement_Arras				https://cs.wikipedia.org/wiki/Arrondissement_Arras	https://ro.wikipedia.org/wiki/Arondismentul_Arras			https://sk.wikipedia.org/wiki/Arras_(obvod)			
62 2	32	62	2	62119	0		BETHUNE		Béthune	1	/wiki/Arrondissement_de_Béthune	Arrondissement de Béthune	Arrondissement de Béthune	50.5333	2.63333	France	Hauts-de-France	Pas-de-Calais	Béthune	62 2	286 219 hab. (2014)	404 hab./km2	707,6 km2	8 (2015)	104 (2017)	Бетюн (округ)		Arrondissement of Béthune	Arrondissement Béthune	Okręg Béthune	Distrito de Béthune		Arrondissement di Béthune	Arrondissement Béthune				Arrondissement Béthune	Arondismentul Béthune			Béthune (obvod)				https://ru.wikipedia.org/wiki/Бетюн_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Béthune	https://de.wikipedia.org/wiki/Arrondissement_Béthune	https://pl.wikipedia.org/wiki/Okręg_Béthune	https://es.wikipedia.org/wiki/Distrito_de_Béthune		https://it.wikipedia.org/wiki/Arrondissement_di_Béthune	https://nl.wikipedia.org/wiki/Arrondissement_Béthune				https://cs.wikipedia.org/wiki/Arrondissement_Béthune	https://ro.wikipedia.org/wiki/Arondismentul_Béthune			https://sk.wikipedia.org/wiki/Béthune_(obvod)			
62 3	32	62	3	62160	0		BOULOGNE-SUR-MER		Boulogne-sur-Mer	1	/wiki/Arrondissement_de_Boulogne-sur-Mer	Arrondissement de Boulogne-sur-Mer	Arrondissement de Boulogne-sur-Mer	50.73333333	1.61666667	France	Hauts-de-France	Pas-de-Calais	Boulogne-sur-Mer	62 3	161 401 hab. (2014)	255 hab./km2	633,65 km2	4 (2017)	74 (2017)	Булонь-сюр-Мер (округ)		Arrondissement of Boulogne-sur-Mer	Arrondissement Boulogne-sur-Mer	Okręg Boulogne-sur-Mer	Distrito de Boulogne-sur-Mer		Arrondissement di Boulogne-sur-Mer	Arrondissement Boulogne-sur-Mer				Arrondissement Boulogne-sur-Mer	Arondismentul Boulogne-sur-Mer			Boulogne-sur-Mer (obvod)				https://ru.wikipedia.org/wiki/Булонь-сюр-Мер_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Boulogne-sur-Mer	https://de.wikipedia.org/wiki/Arrondissement_Boulogne-sur-Mer	https://pl.wikipedia.org/wiki/Okręg_Boulogne-sur-Mer	https://es.wikipedia.org/wiki/Distrito_de_Boulogne-sur-Mer		https://it.wikipedia.org/wiki/Arrondissement_di_Boulogne-sur-Mer	https://nl.wikipedia.org/wiki/Arrondissement_Boulogne-sur-Mer				https://cs.wikipedia.org/wiki/Arrondissement_Boulogne-sur-Mer	https://ro.wikipedia.org/wiki/Arondismentul_Boulogne-sur-Mer			https://sk.wikipedia.org/wiki/Boulogne-sur-Mer_(obvod)			
51 2	44	51	2	51230	1		EPERNAY		Épernay	1	/wiki/Arrondissement_d'Épernay	Arrondissement d'Épernay	Arrondissement d'Épernay	49.03333333	3.95	France	Grand Est	Marne	Épernay	51 2	110 597 hab. (2011)	47 hab./km2	2 332 km2	11	184	Эперне (округ)		Arrondissement of Épernay	Arrondissement Épernay	Okręg Épernay	Distrito de Épernay		Arrondissement di Épernay	Arrondissement Épernay				Arrondissement Épernay	Arondismentul Épernay			Épernay (obvod)				https://ru.wikipedia.org/wiki/Эперне_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Épernay	https://de.wikipedia.org/wiki/Arrondissement_Épernay	https://pl.wikipedia.org/wiki/Okręg_Épernay	https://es.wikipedia.org/wiki/Distrito_de_Épernay		https://it.wikipedia.org/wiki/Arrondissement_di_Épernay	https://nl.wikipedia.org/wiki/Arrondissement_Épernay				https://cs.wikipedia.org/wiki/Arrondissement_Épernay	https://ro.wikipedia.org/wiki/Arondismentul_Épernay			https://sk.wikipedia.org/wiki/Épernay_(obvod)			
51 3	44	51	3	51454	0		REIMS		Reims	20	/wiki/Arrondissement_de_Reims	Arrondissement de Reims	Arrondissement de Reims	49.25	4.03333	France	Grand Est	Marne	Reims	51	294 238 hab. (2012)	172 hab./km2	1 709,47 km2	17	157	Реймс (округ)		Arrondissement of Reims	Arrondissement Reims	Okręg Reims	Distrito de Reims		Arrondissement di Reims	Arrondissement Reims				Arrondissement Reims	Arondismentul Reims			Reims (obvod)				https://ru.wikipedia.org/wiki/Реймс_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Reims	https://de.wikipedia.org/wiki/Arrondissement_Reims	https://pl.wikipedia.org/wiki/Okręg_Reims	https://es.wikipedia.org/wiki/Distrito_de_Reims		https://it.wikipedia.org/wiki/Arrondissement_di_Reims	https://nl.wikipedia.org/wiki/Arrondissement_Reims				https://cs.wikipedia.org/wiki/Arrondissement_Reims	https://ro.wikipedia.org/wiki/Arondismentul_Reims			https://sk.wikipedia.org/wiki/Reims_(obvod)			
51 1	44	51	1	51108	0		CHALONS-EN-CHAMPAGNE		Châlons-en-Champagne	1	/wiki/Arrondissement_de_Châlons-en-Champagne	Arrondissement de Châlons-en-Champagne	Arrondissement de Châlons-en-Champagne	48.95	4.35	France	Grand Est	Marne	Châlons-en-Champagne	51 1	101 944 hab. (2011)	57 hab./km2	1 778 km2	8	100	Шалон-ан-Шампань (округ)		Arrondissement of Châlons-en-Champagne	Arrondissement Châlons-en-Champagne	Okręg Châlons-en-Champagne	Distrito de Châlons-en-Champagne		Arrondissement di Châlons-en-Champagne	Arrondissement Châlons-en-Champagne				Arrondissement Châlons-en-Champagne	Arondismentul Châlons-en-Champagne			Châlons-en-Champagne (obvod)				https://ru.wikipedia.org/wiki/Шалон-ан-Шампань_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Châlons-en-Champagne	https://de.wikipedia.org/wiki/Arrondissement_Châlons-en-Champagne	https://pl.wikipedia.org/wiki/Okręg_Châlons-en-Champagne	https://es.wikipedia.org/wiki/Distrito_de_Châlons-en-Champagne		https://it.wikipedia.org/wiki/Arrondissement_di_Châlons-en-Champagne	https://nl.wikipedia.org/wiki/Arrondissement_Châlons-en-Champagne				https://cs.wikipedia.org/wiki/Arrondissement_Châlons-en-Champagne	https://ro.wikipedia.org/wiki/Arondismentul_Châlons-en-Champagne			https://sk.wikipedia.org/wiki/Châlons-en-Champagne_(obvod)			
51 4	44	51	4	51649	0		VITRY-LE-FRANCOIS		Vitry-le-François	1	/wiki/Arrondissement_de_Vitry-le-François	Arrondissement de Vitry-le-François	Arrondissement de Vitry-le-François	48.71666667	4.58333333	France	Grand Est	Marne	Vitry-le-François	51 4	47 683 hab. (2012)	32 hab./km2	1 504 km2	6	113	Витри-ле-Франсуа (округ)		Arrondissement of Vitry-le-François	Arrondissement Vitry-le-François	Okręg Vitry-le-François	Distrito de Vitry-le-François		Arrondissement di Vitry-le-François	Arrondissement Vitry-le-François				Arrondissement Vitry-le-François	Arondismentul Vitry-le-François			Vitry-le-François (obvod)				https://ru.wikipedia.org/wiki/Витри-ле-Франсуа_(округ)		https://en.wikipedia.org/wiki/Arrondissement_of_Vitry-le-François	https://de.wikipedia.org/wiki/Arrondissement_Vitry-le-François	https://pl.wikipedia.org/wiki/Okręg_Vitry-le-François	https://es.wikipedia.org/wiki/Distrito_de_Vitry-le-François		https://it.wikipedia.org/wiki/Arrondissement_di_Vitry-le-François	https://nl.wikipedia.org/wiki/Arrondissement_Vitry-le-François				https://cs.wikipedia.org/wiki/Arrondissement_Vitry-le-François	https://ro.wikipedia.org/wiki/Arondismentul_Vitry-le-François			https://sk.wikipedia.org/wiki/Vitry-le-François_(obvod)			
